"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","visib","wdsp","fog","NUM_COLLISIONS"
"565",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018,40.2,6.2,34.8,0,0.0991218344216919
"566",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,42.4,5.1,13.1,1,-0.668479370780348
"567",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,41.3,8.3,9,0,-0.887794000838074
"568",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018,43.6,9.6,12.6,0,-0.100255101994422
"569",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,45.4,5.9,8.5,0,0.129028374884109
"570",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,46.3,1.7,13.8,1,-1.61551981875689
"571",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,27.2,10,14.9,0,-0.130161642456839
"572",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,29.4,10,8.4,0,-0.658510523959542
"573",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2018,36.1,6.6,21.5,0,1.60441770436335
"574",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,31.4,10,6.7,0,0.0193710598552462
"575",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,35.2,10,8.9,0,-1.94449176384348
"576",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2018,36.5,9.7,20.1,0,0.896629580086149
"577",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,34.8,9.9,7.5,0,-1.72517713378575
"578",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,36.1,10,13.5,0,1.53463577661771
"579",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,34.9,9.5,10.6,0,-0.937638234942102
"580",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,37.4,10,7.1,0,-0.967544775404519
"581",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,35.1,9.1,6.8,0,-2.54262257309182
"582",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018,27.2,10,12.2,0,-0.728292451705182
"583",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,37.8,6.1,21.3,0,-0.399320506618594
"584",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018,33.3,10,19.7,0,-0.369413966156177
"585",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,50.8,2.7,10.8,1,-0.528915515289068
"586",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,44.8,9.3,15.1,1,-0.688417064421959
"587",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,49.2,8.6,14.7,0,-1.48592481008642
"588",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,50.1,10,11.8,0,-1.6354575123985
"589",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,23.1,9.1,5.1,0,0.936504967369372
"590",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,27.3,5.8,11.2,1,-1.58561327829447
"591",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,43.4,7.2,9.6,1,-0.837949766734045
"592",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017,20,10,16.1,0,-0.827980919913239
"593",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,32.2,3.9,14.7,1,-0.538884362109874
"594",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,33.5,8.9,6.1,0,-0.857887460375656
"595",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,39.2,9.9,24.9,0,-0.299632038410537
"596",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,38.2,10,9.4,0,-1.24667248638708
"597",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2019,37.9,7.7,15.3,0,-0.957575928583714
"598",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,35,10,9.7,0,-0.738261298525988
"599",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,36.5,10,17.9,0,-0.588728596213902
"600",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2019,34.5,10,5.7,0,-0.957575928583714
"601",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019,34.5,10,6.7,0,-0.369413966156177
"602",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,39.3,9.6,14,0,-0.100255101994422
"603",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,35.6,9.6,9.5,0,0.617501869103589
"604",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,36.5,9.9,6,0,-0.150099336098451
"605",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2019,35.1,10,7.4,0,-0.758198992167599
"606",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019,36.9,10,6.7,0,-0.150099336098451
"607",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,33.6,9.9,6.7,0,-0.608666289855514
"608",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,36.8,9.8,11,0,-0.429227047081011
"609",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,37,9.7,10.4,0,-0.419258200260205
"610",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017,22.5,9.4,19.3,0,-0.508977821647457
"611",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018,35.5,9.6,12,1,1.5146980829761
"612",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2018,46.7,10,8.5,0,0.198810302629749
"613",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,49.6,7.6,10.9,0,0.298498770837806
"614",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,46.8,7.6,10.1,1,0.727159184132452
"615",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,25,9.9,10.9,0,-0.209912417023285
"616",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017,20.8,10,19.8,0,-1.09713978407499
"617",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,30.3,9,6.3,0,-0.289663191589731
"618",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,27.6,10,18.3,0,-0.170037029740062
"619",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,26.5,10,4.1,0,-1.24667248638708
"620",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2019,27.2,10,10.9,0,0.527782247716338
"621",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,24.1,10,5.2,0,-1.01738900950855
"622",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,25.4,10,15.1,0,-0.140130489277645
"623",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2019,26.7,10,4,0,1.11594421014387
"624",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2019,44.4,10,11.7,0,-0.359445119335371
"625",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,45.2,7.7,15.7,1,0.298498770837806
"626",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017,33.2,10,11.8,0,1.45488500205127
"627",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2019,45.3,7.3,15.3,1,0.737128030953258
"628",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,44.9,4.5,10.2,0,-0.299632038410537
"629",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,44.4,8.8,8.5,0,0.328405311300223
"630",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2019,46.9,6.1,16,1,-0.489040128005845
"631",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,48.6,8.5,13.5,0,0.21874799627136
"632",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,43.5,9.8,12.3,0,0.517813400895532
"633",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,40.4,9.9,9.1,0,-1.02735785632935
"634",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,37.9,9.8,11.5,0,0.487906860433115
"635",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,41.2,10,14.8,0,-1.41614288234078
"636",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,43.8,10,8.4,0,0.886660733265343
"637",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,39.7,10,9.2,0,-1.47595596326561
"638",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,40.6,10,15.7,0,-0.997451315866936
"639",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,42.9,8.7,8,0,-0.170037029740062
"640",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,40,10,7.7,0,0.228716843092166
"641",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,45,5.9,14.6,0,-1.07720209043338
"642",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,39.3,10,5.6,0,-0.798074379450822
"643",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,44.5,9.8,16.5,0,0.607533022282783
"644",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,41.9,10,16.6,0,0.627470715924395
"645",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,43,10,11.3,0,-0.339507425693759
"646",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,37.7,8.1,8.4,1,-0.369413966156177
"647",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,46.2,5.9,8.4,1,-0.0504108678903938
"648",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,37.9,9.5,11.2,0,-1.30648556731191
"649",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,42.4,9.9,4.8,0,-1.49589365690722
"650",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,42.8,10,9.8,0,0.109090681242498
"651",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,44.2,10,13.4,0,-1.99433599794751
"652",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,41.4,9.4,12.7,0,-0.618635136676319
"653",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,43.5,8.7,10.7,0,-1.11707747771661
"654",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,44.8,7.7,13.8,1,-0.189974723381674
"655",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,46.5,10,13.7,0,-0.0205043274279766
"656",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,45.2,8.5,16.2,0,0.308467617658612
"657",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,44.6,10,10.5,0,-0.150099336098451
"658",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,44,10,15.8,0,0.747096877774063
"659",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,47.5,7,19.2,0,-0.0105354806071709
"660",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,46.2,6.6,10,1,-0.818012073092434
"661",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,47.7,1.9,14.7,1,0.0692152939592748
"662",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,49.7,6.7,14.2,0,1.23557037199354
"663",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,47.7,7,13.7,0,0.248654536733778
"664",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,45.8,10,15.4,0,-0.309600885231342
"665",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,49.7,5.2,12.6,1,-0.000566633786365205
"666",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,47.3,10,8.7,0,-0.180005876560868
"667",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,42.9,6.3,16.3,1,-0.0105354806071709
"668",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,46.5,7.6,8.8,1,-0.189974723381674
"669",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,46.5,10,8.8,0,-0.459133587543428
"670",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,49.8,8.9,10.2,0,-0.568790902572291
"671",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,46.1,10,9.4,0,-0.818012073092434
"672",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,47.5,6.9,12.5,1,0.796941111878092
"673",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,47.8,6.9,14.9,1,0.946473814190178
"674",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,45,10,9.1,0,-0.449164740722622
"675",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,43,10,6.9,0,0.467969166791503
"676",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,47.5,5.9,9.8,1,0.328405311300223
"677",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,45.6,8.3,7.6,0,-0.120192795636034
"678",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,46.1,9.8,7.4,0,-1.21676594592466
"679",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,47.7,10,10.1,0,-1.09713978407499
"680",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,47.8,9.8,10.9,0,-0.339507425693759
"681",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,46.9,9.8,7.9,0,1.32528999338079
"682",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,50.1,8.5,8.6,0,-0.209912417023285
"683",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,49.5,10,6,0,0.876691886444537
"684",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,54.2,2.7,11.6,1,0.617501869103589
"685",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,47,9.3,8.8,1,-1.16692171182063
"686",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,51.9,7.3,7.7,1,0.0592464471384691
"687",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,46.3,9.9,11,0,-1.2765790268495
"688",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,50.8,2.7,7.7,1,-1.41614288234078
"689",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,52,2.1,15.1,1,0.577626481820366
"690",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,53.4,5.6,9.3,1,0.49787570725392
"691",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,55.4,8.7,10.2,1,1.41500961476805
"692",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,40.2,10,12.5,0,-0.678448217601154
"693",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,35.1,9.8,19.5,0,0.727159184132452
"694",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,39,10,14,0,-0.329538578872954
"695",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,35.3,9.3,7.5,0,-0.479071281185039
"696",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.8,9.9,12.8,0,0.248654536733778
"697",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,46.3,10,10.5,0,-0.578759749393096
"698",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,49.8,8.8,12.1,0,-0.798074379450822
"699",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,47.3,10,11.7,0,0.976380354652595
"700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,49.2,7.1,15.1,0,0.268592230375389
"701",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,46.9,10,10.2,0,0.348343004941835
"702",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,39.7,9,17.5,0,-0.887794000838074
"703",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,46.8,9,9.4,0,-1.19682825228305
"704",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,50,3.2,12.7,1,1.29538345291838
"705",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,46.8,7,13.9,1,-0.987482469046131
"706",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,48.4,10,9.2,0,-1.1071086308958
"707",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,49.1,8.3,9.9,0,-0.588728596213902
"708",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,44.9,9.4,12.2,0,-0.508977821647457
"709",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,46.8,9.6,10,0,-0.0404420210695881
"710",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,51.9,5.3,15.7,1,-1.17689055864144
"711",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,49.8,10,8.6,0,-0.309600885231342
"712",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,46,9.8,15.7,0,0.138997221704915
"713",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,41.6,10,12.5,0,-1.76505252106898
"714",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,39.9,10,17,0,-0.678448217601154
"715",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,48,9.8,3.9,0,-1.58561327829447
"716",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,49,10,10.5,0,0.178872608988138
"717",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,47.1,10,18.3,0,0.388218392225058
"718",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,50.9,7.6,21.9,0,0.308467617658612
"719",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,47.3,4.8,13.7,1,-0.917700541300491
"720",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,48.1,10,7.8,0,0.408156085866669
"721",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,49.6,10,19.1,0,-0.130161642456839
"722",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,41.6,9.9,8.8,0,0.458000319970698
"723",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,49.7,7.3,15.9,0,0.966411507831789
"724",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,46.9,9.4,8.8,0,-2.03421138523073
"725",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,49,10,8.9,0,-0.409289353439399
"726",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,52.9,6.6,19.3,1,-0.728292451705182
"727",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,49.8,9.5,8.2,0,-0.0902862551736166
"728",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.9,9.8,13.4,0,0.129028374884109
"729",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,52.6,4.6,12.5,1,-0.289663191589731
"730",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,54.8,2.2,18.2,1,1.02622458875662
"731",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,49.6,10,13.4,0,0.946473814190178
"732",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,49.7,9.9,4.3,0,-0.0105354806071709
"733",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,53.7,4.8,16.7,1,-0.479071281185039
"734",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,50.4,5,8.5,1,-0.0205043274279766
"735",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,45.7,10,5.9,0,-0.738261298525988
"736",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,44.2,10,9.2,0,-2.05414907887234
"737",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,54.5,2.9,17.7,1,-1.42611172916158
"738",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,49.5,9.5,6.5,0,0.757065724594869
"739",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,52.2,2.3,11.6,1,-2.00430484476831
"740",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,53.1,3.3,8.2,1,2.57139584598151
"741",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,51,10,5.2,0,-0.229850110664897
"742",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,52.9,3,5.3,1,0.886660733265343
"743",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,49.4,6.7,10.7,1,0.138997221704915
"744",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,51.5,8,9.8,0,-0.837949766734045
"745",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,47.7,9.9,5.6,0,-0.808043226271628
"746",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,56.4,8.7,12,0,-1.1071086308958
"747",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,44.6,5.1,15,0,-0.857887460375656
"748",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,38,9.4,12.2,0,-0.837949766734045
"749",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,44.2,10,16.5,0,-0.439195893901817
"750",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,36.5,8.2,10.3,0,0.836816499161315
"751",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,44.3,10,22.9,0,0.796941111878092
"752",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,37.1,9.9,7,0,0.537751094537143
"753",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,37.1,10,8.7,0,-0.459133587543428
"754",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,41.1,10,12.5,0,-1.14698401817902
"755",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,39.4,4.5,18.7,0,-1.4659871164448
"756",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,45.7,4.6,13.9,0,0.906598426906955
"757",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,41.8,9.6,8.6,0,1.06609997603985
"758",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,39.7,9.3,14.7,0,-0.847918613554851
"759",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,42.6,7.8,14.1,1,-0.120192795636034
"760",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,42,10,7.4,0,-0.658510523959542
"761",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,45.1,10,11.7,0,-1.2765790268495
"762",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,39.4,10,10.7,0,1.01625574193582
"763",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,43.7,6.6,21.6,0,0.138997221704915
"764",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,40.9,10,8.4,0,-0.0703485615320052
"765",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,46.7,5.7,13.2,0,-0.479071281185039
"766",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,41.8,9.3,10.4,0,0.338374158121029
"767",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,40.3,10,10.8,0,-0.618635136676319
"768",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,53.1,1.1,17.9,1,0.308467617658612
"769",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,43.7,9.6,12.1,0,-0.588728596213902
"770",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,46.1,9.6,7.7,0,-1.26661018002869
"771",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,47.3,3.5,15.7,1,-0.449164740722622
"772",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,41.8,10,15.2,0,0.0293399066760519
"773",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,46.6,10,7.6,0,-0.578759749393096
"774",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,47.5,10,10.1,0,0.21874799627136
"775",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,50.8,7.2,10.4,0,-0.160068182919257
"776",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,46.3,10,7.2,0,-0.309600885231342
