"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"1976",5,2014,10,2,2014-10-02,59.9,56.3,1016.6,9.4,17.6,22,28.9,61,57.2,1.08,0,558
"1977",6,2014,10,31,2014-10-31,51.3,43.6,1014.8,10,7.9,15,21,61,42.1,0,0,668
"1978",4,2015,10,28,2015-10-28,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61,36,0,0,689
"1979",3,2016,10,25,2016-10-25,49.1,29.5,1017.6,10,14.1,19,28,61,45,0,0,566
"1980",2,2018,10,29,2018-10-29,54.9,48.9,1008.4,9.8,11.7,20,28,61,51.1,0,0,696
"1981",3,2019,10,22,2019-10-22,56.3,52.8,1018.7,7.9,11.5,15,22,61,53.1,0.11,0,562
"1982",1,2018,10,28,2018-10-28,56.8,52.7,1007.4,6.9,13.4,19,27,61,44.1,0.99,0,556
"1983",7,2018,10,20,2018-10-20,59.5,53.2,1008.6,9,16.1,24.1,33,61,57.2,0.01,0,629
"1984",6,2014,10,3,2014-10-03,58.5,54,1016.5,9.2,13.1,18.1,24.1,61,57,0.01,0,719
"1985",5,2019,10,3,2019-10-03,55.3,47.3,1019.7,10,12.5,18.1,24.1,61,53.1,0.09,0,690
"1986",7,2019,10,12,2019-10-12,56.2,54.1,1011.6,6.7,19.9,28,36.9,61,55,0.12,0,502
"1987",7,2015,10,31,2015-10-31,48.9,37.4,1020.4,10,5.7,11.1,17.1,61,35.1,0,0,357
"1988",2,2016,10,24,2016-10-24,57.5,41.6,1009.5,9.9,12.5,20,27,61,50,0.07,0,573
"1989",6,2019,10,4,2019-10-04,57.4,51.3,1015.5,9.4,14.6,25.1,35,63,52,0.08,0,708
"1990",4,2018,10,17,2018-10-17,55.6,40.7,1013.4,10,13.3,22.9,29.9,63,46.9,0.1,0,699
"1991",4,2014,10,1,2014-10-01,62.4,60.6,1014.5,7.1,13.2,15.9,20,63,60.8,0.24,0,559
"1992",4,2016,10,12,2016-10-12,52.8,46.7,1028.3,10,5.2,8.9,11.57,63,42.1,0,0,498
"1993",7,2015,10,24,2015-10-24,51.5,38.3,1027.1,10,9.4,17.1,26,63,48,0,0,519
"1994",6,2017,10,13,2017-10-13,56.4,49.4,1030.6,10,10.9,17.1,22,63,51.1,0.01,0,658
"1995",4,2013,10,16,2013-10-16,57.5,55.4,1017.7,6.2,9.3,14,18.2,63,44.1,0.01,0,548
"1996",3,2013,10,15,2013-10-15,53.9,47.3,1023.8,10,6.3,12,15.6,63,41,0.01,0,615
"1997",1,2017,10,1,2017-10-01,55.5,46.8,1025.7,10,7.9,11.1,14.43,63,48,0.08,0,571
"1998",7,2019,10,5,2019-10-05,51.9,37.9,1027.7,10,12.2,22.9,32.1,63,42.1,0.04,0,557
"1999",5,2013,10,17,2013-10-17,59.4,57.4,1011.5,7.9,6.1,11.1,14.43,63,55,0.01,0,574
"2000",7,2017,10,28,2017-10-28,55.1,51.2,1019,10,6.7,13,16.9,63,42.1,0,0,615
"2001",5,2018,10,18,2018-10-18,45.6,23.6,1019.5,10,16.3,24.1,35.9,63,41,0,0,735
"2002",6,2015,10,16,2015-10-16,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66,52,0,0,676
"2003",2,2017,10,30,2017-10-30,60.4,52,997.1,6.9,27.3,42,55.9,66,53.1,1.61,0,832
"2004",2,2016,10,3,2016-10-03,60.5,56.1,1016.2,9.9,4.4,9.9,12.87,66,57,0,0,490
"2005",5,2015,10,8,2015-10-08,59.8,51.9,1018.1,10,8.2,15.9,20,66,51.1,0,0,666
"2006",4,2017,10,4,2017-10-04,59.3,56.1,1029.6,10,12.4,19,24.7,66,46,0,0,711
"2007",5,2015,10,29,2015-10-29,63.2,60.9,1005.5,3.5,17.6,24.1,35.9,66,46.9,0.54,1,767
"2008",4,2014,10,29,2014-10-29,61.9,59,1013.1,8,9.8,14,18.2,66,57.9,0,0,556
"2009",4,2015,10,7,2015-10-07,57,50.5,1014.1,10,5.4,9.9,12.87,66,48.9,0,0,668
"2010",1,2016,10,16,2016-10-16,55.2,47.6,1023.1,10,9.3,19,24.7,66,39.9,0,0,503
"2011",2,2017,10,2,2017-10-02,58,51.4,1026.8,10,9.3,15,19.5,66,48,0,0,739
"2012",6,2014,10,10,2014-10-10,59,44,1017.8,10,8.9,15.9,17.1,66,48.9,0,0,541
"2013",5,2016,10,6,2016-10-06,57.3,50.9,1025.6,10,5.8,8.9,11.57,66,48.9,0,0,764
"2014",3,2016,10,4,2016-10-04,60.5,54.2,1023.5,9.7,12.4,20,27,66,55.9,0.01,0,523
"2015",5,2014,10,30,2014-10-30,56.1,45,1012.9,9.4,8.9,15.9,22.9,66,51.1,0,0,626
"2016",7,2015,10,17,2015-10-17,52.7,39.6,1015.4,10,8.2,18.1,22.9,66,41,0.07,0,565
"2017",6,2015,10,30,2015-10-30,57.4,41.6,1008.2,10,11.1,17.1,25.1,66,51.1,0.4,0,688
"2018",3,2015,10,20,2015-10-20,58.2,45.6,1022.8,9.7,21.3,26,34,66,39.9,0,0,714
"2019",3,2018,10,9,2018-10-09,63.1,59,1027.5,10,8.6,11.1,14.43,70,57,0,0,628
"2020",5,2015,10,22,2015-10-22,60.5,55.7,1022.9,8.8,9.7,18.1,24.1,70,52,0,1,666
"2021",4,2014,10,8,2014-10-08,65.2,60.4,1012.5,9.4,12.3,31.1,44.1,70,60.1,0.07,1,639
"2022",7,2016,10,22,2016-10-22,61.3,58.9,993.1,3.5,12.2,27,36.9,70,50,0.01,1,629
"2023",6,2014,10,17,2014-10-17,63.2,59.7,1006.5,7.9,9.7,17.1,19,70,60.1,1.04,0,648
"2024",2,2018,10,1,2018-10-01,62,56.1,1026.4,10,5.4,12,15.6,70,51.1,0,0,583
"2025",4,2014,10,15,2014-10-15,64.9,62.1,1021,9.9,9.5,12,15.6,70,61,0.01,0,575
"2026",6,2016,10,21,2016-10-21,64.6,62.1,1010.7,6,12.9,18.1,24.1,70,52,0.01,1,851
"2027",3,2013,10,1,2013-10-01,62.1,51.8,1012.9,10,8,15,19.5,70,53.1,0,0,616
"2028",6,2017,10,6,2017-10-06,64.9,64.2,1018.2,7.4,7.6,15,19.5,70,61,0.18,1,649
"2029",7,2016,10,8,2016-10-08,58.7,55.5,1020.5,8.5,7.7,14,18.2,70,44.1,0,1,633
"2030",6,2016,10,7,2016-10-07,55.6,49.7,1025.3,6.9,2.7,8,10.4,70,44.1,0,1,754
"2031",4,2015,10,21,2015-10-21,62.7,52.4,1024.6,9.9,8.7,15,19.5,70,52,0,0,720
"2032",5,2014,10,9,2014-10-09,60.8,45.9,1013.8,9.7,12.6,21,26,70,48.9,0.39,0,499
"2033",3,2013,10,29,2013-10-29,47.5,34.1,1027.6,10,6.8,15,20,57.9,36,0,0,600
"2034",1,2018,10,14,2018-10-14,52.8,37.7,1020.7,10,8.9,13,18.1,57.9,46.9,0.04,0,516
"2035",1,2013,10,27,2013-10-27,54.3,38.7,1012.5,10,13.8,26,35.9,57.9,50,0.01,0,512
"2036",7,2013,10,26,2013-10-26,49,32.9,1020.1,10,13.7,25.1,34,57.9,32,0,0,626
"2037",7,2015,10,3,2015-10-03,55.5,50.4,1026,7.9,22.1,27,38.1,57.9,53.6,1.01,0,556
"2038",4,2013,10,30,2013-10-30,46.8,38.6,1025.8,10,5.2,11.1,14.43,57.9,34,0,0,558
"2039",2,2013,10,28,2013-10-28,50.7,33,1020.4,10,10.3,21,27,57.9,36,0,0,620
"2040",4,2017,10,25,2017-10-25,65.1,65,1009.4,4.9,17.1,24.1,35,69.1,60.1,0.06,0,648
"2041",5,2018,10,4,2018-10-04,60,57.1,1017.6,9.6,5.7,13,16.9,69.1,55.9,0.04,0,717
"2042",1,2018,10,7,2018-10-07,64.4,59.6,1022.3,8,8.6,13,16.9,69.1,46,0,0,529
"2043",1,2016,10,9,2016-10-09,62.2,59.7,1013.8,6.4,13.8,36.9,48,69.1,46.9,0,0,480
"2044",5,2017,10,5,2017-10-05,63.7,62.6,1019.9,8.4,15.8,21,25.1,69.1,54,0,0,657
"2045",3,2018,10,16,2018-10-16,57.1,44.8,1015.2,8.6,15.5,26,39,69.1,43,0.18,0,688
"2046",3,2017,10,24,2017-10-24,64.3,63.4,1018.6,8.7,14.7,18.1,23.53,69.1,53.1,0,0,685
"2047",3,2014,10,7,2014-10-07,63,57,1021.1,10,11.5,14,19,69.1,45,0,0,620
"2048",2,2018,10,8,2018-10-08,60.7,55.7,1029.4,8.8,10.5,15,19,69.1,57.9,0,0,501
"2049",1,2016,10,30,2016-10-30,61.1,52.4,1010.9,9.3,11,15.9,22.9,69.1,46.9,0,0,557
"2050",4,2014,10,22,2014-10-22,57,55.4,1010.3,6.1,12.8,21,28.9,60.8,51.8,0.23,0,708
"2051",3,2014,10,21,2014-10-21,57.7,52.3,1015.5,9.3,10.5,15.9,21,60.8,53.1,0,0,607
"2052",4,2019,10,2,2019-10-02,67.6,64,1009.7,8.9,13.4,17.1,25.1,78.1,53.1,0,0,688
"2053",2,2019,10,7,2019-10-07,66.9,61.7,1023.9,10,12.9,15.9,20.67,71.1,64.9,0,0,575
"2054",6,2013,10,4,2013-10-04,62.8,57.5,1017.7,9.3,5.2,8.9,11.57,71.1,53.6,0.01,1,658
"2055",1,2017,10,8,2017-10-08,65.8,65.6,1017.4,9.2,12.8,15.9,20.67,71.1,61,0,0,521
"2056",4,2018,10,3,2018-10-03,64.4,62.3,1017,7.7,9.4,19,24.7,71.1,59,0.71,0,778
"2057",2,2017,10,9,2017-10-09,66.3,66.2,1016.5,6.2,10.5,18.1,24.1,71.1,64,0.02,0,546
"2058",4,2016,10,19,2016-10-19,65.6,62.5,1013.9,6.4,11.2,15,19.5,71.1,59,0,0,676
"2059",3,2018,10,2,2018-10-02,64.7,62.1,1022.8,9.5,6.6,11.1,14.43,71.1,52,0,0,613
"2060",5,2016,10,20,2016-10-20,60.4,54.3,1021.3,9.1,10.5,19,24.1,71.1,52,0,1,662
"2061",7,2017,10,7,2017-10-07,63.8,63.5,1021.1,3.9,5.7,9.9,12.87,71.1,61,0,1,570
"2062",2,2019,10,28,2019-10-28,56,52.3,1016.4,8.3,17.1,25.1,36.9,64.4,53.1,1.67,1,607
"2063",3,2015,10,6,2015-10-06,59.4,51.7,1015.3,10,10.5,15,22.9,64.4,51.1,0,0,631
"2064",2,2018,10,15,2018-10-15,57.1,51.9,1021.9,9.1,9.8,18.1,22.9,64.9,43,0,0,692
"2065",1,2019,10,13,2019-10-13,57.6,53.3,1016.5,9.6,6,13,16.9,64.9,50,0.02,0,441
"2066",6,2013,10,11,2013-10-11,60.6,56.6,1018.4,10,13.3,19,26,64.9,55,0,0,621
"2067",5,2013,10,10,2013-10-10,58.4,52.6,1024.3,10,11.6,15,22,64.9,54,0,0,559
"2068",5,2019,10,31,2019-10-31,62.5,60.2,1017.7,5.4,13.1,18.1,24.1,64.9,53.1,0.7,0,616
"2069",1,2014,10,5,2014-10-05,59.6,50.4,1006.5,9.6,11,17.1,25.1,64.9,51.1,0.08,0,505
"2070",7,2016,10,1,2016-10-01,62,60.2,1021.1,1.7,14,19,28,64.9,59,1.63,1,581
"2071",7,2013,10,12,2013-10-12,58.6,53.4,1021.7,10,13.2,22,31.1,64.9,54,0,0,556
"2072",1,2019,10,6,2019-10-06,52,46.1,1029.5,10,7.2,15.9,20.67,64.9,37,0,0,435
"2073",1,2016,10,2,2016-10-02,61.3,59.2,1017.8,4.4,9,12,15.6,64.9,59,1.22,1,486
"2074",4,2013,10,9,2013-10-09,56.4,44.3,1027.9,10,11.6,22,26,64.9,51.1,0.03,0,529
"2075",1,2013,10,6,2013-10-06,59.1,54.8,1021.1,6.9,7.2,14,22,64.9,53.1,0,1,404
"2076",3,2014,10,28,2014-10-28,54.3,48,1017.5,9.9,6.1,9.9,12.87,64.9,39.9,0,0,571
"2077",4,2015,10,14,2015-10-14,63.8,57.7,1004.5,9,11.2,17.1,22.23,73.9,60.1,0.03,0,658
"2078",3,2015,10,13,2015-10-13,64.4,61.2,1003.5,6.5,8.3,12,15.6,73.9,50,0.18,1,724
"2079",5,2015,10,1,2015-10-01,59.7,55.3,1015.2,8.1,21.4,28,36.9,73.9,57,1.26,0,683
"2080",3,2016,10,18,2016-10-18,63.8,61.6,1014.1,4.6,6.8,14,18.2,73.9,59,0,1,590
"2081",4,2013,10,2,2013-10-02,64.8,58.1,1012.1,9.3,8.7,17.1,19,73.9,53.1,0.01,1,647
"2082",6,2019,10,11,2019-10-11,55.5,53.4,1015.1,3.6,26.1,33,41,57.2,53.6,2.71,0,606
"2083",6,2015,10,2,2015-10-02,56,53.3,1020.6,4.1,22.5,27,38.1,57.2,55,1.07,0,798
"2084",4,2013,10,23,2013-10-23,52.5,44.6,1005.8,9.8,7.9,12,15.6,66.9,48,0,0,558
"2085",2,2019,10,14,2019-10-14,57.7,55.9,1015.7,7.1,6.5,12,15.6,66.9,48,0.25,1,400
"2086",3,2013,10,22,2013-10-22,59.1,52.4,1012.5,10,6.1,8.9,11.57,66.9,39.9,0,0,540
"2087",7,2018,10,6,2018-10-06,55.5,46.3,1023,10,6,9.9,12.87,66.9,46,0,0,544
"2088",4,2017,10,18,2017-10-18,56.7,49,1024.8,10,10.1,15.9,20,66.9,41,0,0,737
"2089",5,2017,10,26,2017-10-26,60.1,59.6,1002.6,7.8,11.3,24.1,31.1,66.9,55,1.86,0,658
"2090",4,2019,10,9,2019-10-09,56.9,53.6,1022.1,7.8,19.5,26,39,66.9,55,0.17,0,383
"2091",3,2017,10,17,2017-10-17,51.1,39,1022.8,10,12.1,21,26,66.9,41,0,0,736
"2092",6,2015,10,23,2015-10-23,56.2,43,1019.2,10,15.4,21,31.1,66.9,48.9,0.01,0,742
"2093",6,2018,10,5,2018-10-05,62.2,57,1017.9,9.8,14.7,25.1,29.9,66.9,55.9,0,0,796
"2094",7,2017,10,14,2017-10-14,62.4,62,1026.6,6.7,5.5,8.9,11.57,66.9,52,0,0,567
"2095",5,2017,10,19,2017-10-19,59.7,58.3,1023.8,10,9.3,14,18.2,66.9,48.9,0,0,766
"2096",1,2017,10,22,2017-10-22,60.6,59.2,1028.8,10,6.9,8.9,11.57,66.9,46.9,0,0,528
"2097",3,2019,10,1,2019-10-01,59.4,53.9,1020.6,10,8.4,14,18.2,66.9,48,0,0,454
"2098",6,2016,10,14,2016-10-14,55.9,45.7,1022.4,10,14.2,21,27,66.9,48,0,0,767
"2099",3,2019,10,15,2019-10-15,56.7,48.8,1018.2,10,8.9,15,21,66.9,48.9,0.25,0,549
"2100",5,2016,10,13,2016-10-13,59.6,56.6,1020.1,9.9,7.3,11.1,14.43,66.9,42.1,0,0,757
"2101",3,2014,10,14,2014-10-14,63.2,58.4,1025.4,10,8.2,9.9,12.87,66.9,59,0,0,697
"2102",5,2013,10,3,2013-10-03,65.8,56.3,1016.4,10,6.5,8.9,11.57,75.9,59,0,0,590
"2103",3,2019,10,29,2019-10-29,55.1,49.4,1026.8,9.9,7.7,9.9,12.87,60.1,52,0,0,639
"2104",3,2018,10,30,2018-10-30,47.9,35.4,1013.2,10,9.8,15.9,26,60.1,45,0.1,0,721
"2105",3,2016,10,11,2016-10-11,54.3,42.2,1029,10,10.1,15,20,60.1,46.9,0.03,0,739
"2106",4,2019,10,16,2019-10-16,51.5,46,1015.6,9.9,9.3,18.1,27,60.1,39,0,0,658
"2107",1,2015,10,18,2015-10-18,46.1,28,1020.6,10,13.7,19,25.1,60.1,41,0,0,551
"2108",7,2016,10,15,2016-10-15,50.5,38.8,1029.1,10,6.2,9.9,12.87,60.1,41,0,0,641
"2109",2,2019,10,21,2019-10-21,55.2,52,1016.7,9.5,13.5,20,28,60.1,39,0.2,0,559
"2110",1,2015,10,4,2015-10-04,56.2,46.7,1026.5,10,19.2,22.9,33,60.1,53.1,0.04,0,536
"2111",7,2019,10,19,2019-10-19,50.5,39.4,1014.9,10,10.9,15,22,60.1,46,0,0,586
"2112",7,2014,10,11,2014-10-11,52.9,48.1,1019,8.1,8.1,17.1,20,62.1,50,0.15,0,546
"2113",2,2014,10,13,2014-10-13,50.9,43.2,1027.7,10,4.2,9.9,12.87,62.1,39,0,0,451
"2114",2,2015,10,26,2015-10-26,52.3,39.8,1026,10,12.9,22.9,29.9,62.1,41,0,0,698
"2115",1,2013,10,20,2013-10-20,58.3,47.4,1010.3,10,9.4,15.9,21,62.1,46.9,0.05,0,490
"2116",5,2013,10,31,2013-10-31,54.8,50.9,1021.4,9.1,6,12,15.6,62.1,34,0,0,615
"2117",2,2013,10,14,2013-10-14,51.5,44,1027,10,4.6,8.9,11.57,62.1,41,0,0,440
"2118",1,2014,10,26,2014-10-26,57.6,45.4,999.7,10,13.1,18.1,28.9,62.1,45,0.04,0,515
"2119",7,2014,10,25,2014-10-25,54.7,45.9,1006,10,10.7,19,22.9,62.1,45,0,0,515
"2120",1,2018,10,21,2018-10-21,48.5,41.4,1004.7,9.1,11.8,27,35.9,62.1,42.1,0.2,0,593
"2121",1,2015,10,25,2015-10-25,57,51.7,1020.6,9.7,6.9,13,16.9,62.1,48.9,0,0,522
"2122",4,2016,10,5,2016-10-05,58.7,53.2,1026.1,10,12.9,17.1,20,62.1,55.4,0,0,695
"2123",3,2017,10,3,2017-10-03,54.1,47.5,1035.7,10,6,11.1,14.43,62.1,46,0,0,687
"2124",1,2019,10,27,2019-10-27,53.4,47.2,1022.7,7.6,14.3,27,38.1,62.6,44.1,0,0,467
"2125",5,2018,10,25,2018-10-25,45.3,32.4,1015.5,10,14.2,20,28.9,53.1,42.1,0,0,763
"2126",4,2016,10,26,2016-10-26,44.7,28.1,1025.3,10,14.9,19,27,53.1,41,0,0,706
"2127",2,2013,11,25,2013-11-25,27,4.4,1025.3,10,15.4,27,39,36,23,0,0,710
"2128",7,2017,11,11,2017-11-11,30.2,18,1029.7,10,12.6,22,28.9,36,26.1,0,0,623
"2129",7,2016,11,12,2016-11-12,42.1,25.4,1019.6,10,13.9,22,29.9,46,39,0,0,603
"2130",6,2014,11,28,2014-11-28,37,30.9,1015.6,9.3,12.6,22,29.9,46,34,0.05,0,444
"2131",4,2018,11,21,2018-11-21,39.9,28.6,1014.7,9.7,13.8,21,27,46,34,0.04,0,732
"2132",1,2019,11,17,2019-11-17,41.5,29.4,1027.1,10,14.2,22,29.9,46,34,0,0,444
"2133",5,2019,11,14,2019-11-14,35,24.6,1030.7,10,8,15.9,17.1,48,21.9,0,0,545
"2134",3,2015,11,24,2015-11-24,37.5,17,1024.6,10,11.7,20,25.1,48,30.9,0.25,0,733
"2135",7,2014,11,15,2014-11-15,37,20.6,1021.7,10,10.7,15.9,21,48,32,0.05,0,529
"2136",5,2013,11,21,2013-11-21,39,26.7,1035,10,4.9,9.9,12.87,48,30.9,0,0,628
"2137",2,2018,11,12,2018-11-12,41.7,24.7,1029.4,10,8.2,15,18.1,48,37,0,0,497
"2138",7,2014,11,22,2014-11-22,37.1,19.7,1028.3,10,15.9,28,34,48,28,0,0,512
"2139",3,2013,11,5,2013-11-05,43.5,30.4,1037.8,10,3.9,7,9.1,50,37.9,0,0,510
"2140",1,2016,11,20,2016-11-20,47,42.3,996,5.5,14.4,27,36.9,50,41,0.13,1,529
"2141",6,2017,11,24,2017-11-24,40.8,30.7,1016.1,10,6.9,9.9,12.87,50,33.1,0,0,502
"2142",7,2018,11,24,2018-11-24,41.4,31.9,1023.6,10,11.5,17.1,24.1,50,19,0,0,536
"2143",1,2014,11,16,2014-11-16,38.1,26,1027.1,10,5.6,15.9,22,50,23,0,0,429
"2144",3,2013,11,26,2013-11-26,44.4,33.4,1026.6,10,11.3,19,26,50,23,0,0,867
"2145",5,2013,11,14,2013-11-14,42.8,27.4,1021.3,10,14.2,22,28.9,50,30,0,0,620
"2146",7,2018,11,17,2018-11-17,44.5,31.4,1015.5,10,12.1,20,26,50,41,0.03,0,559
"2147",4,2015,11,25,2015-11-25,39.6,26.8,1038.6,10,4.3,8,10.4,50,28.9,0,0,717
"2148",3,2018,11,20,2018-11-20,48.2,46.3,1012,9.2,7,19,25.1,52,43,0,0,695
"2149",2,2014,11,3,2014-11-03,44.6,20.6,1012.6,10,18.9,25.1,35.9,52,37,0.66,0,625
"2150",2,2017,11,27,2017-11-27,43,28.8,1013.8,10,12.4,18.1,26,52,39,0,0,635
"2151",2,2017,11,13,2017-11-13,48.8,44.3,1026.7,10,9.2,15,19.5,52,46,0,0,699
"2152",1,2013,11,24,2013-11-24,30.5,9.2,1011.1,10,18.3,28,47,52,26.1,0.01,0,494
"2153",4,2013,11,20,2013-11-20,38,21.5,1028.8,10,14.5,17.1,25.1,52,34,0,0,607
"2154",3,2017,11,14,2017-11-14,46.1,39,1024.1,10,12.3,17.1,22.9,52,42.1,0.1,0,647
"2155",6,2017,11,17,2017-11-17,43.8,33.2,1009.4,9.9,15.6,22.9,35.9,54,42.1,0.55,0,814
"2156",2,2018,11,19,2018-11-19,46.7,41,1021,10,5,8.9,11.57,54,37.9,0,0,697
"2157",5,2017,11,16,2017-11-16,46.6,43.4,1015,8.9,10.1,22.9,28.9,54,39,0,0,811
"2158",6,2019,11,15,2019-11-15,49.3,42,1022.5,9.8,11,15.9,20,54,45,0,0,621
"2159",5,2017,11,9,2017-11-09,48.3,39.9,1022.1,10,8.7,17.1,20,54,43,0.1,0,702
"2160",7,2016,11,19,2016-11-19,50.1,47.2,1012.9,6.6,12.3,17.1,25.1,54,48,0,0,692
"2161",7,2013,11,23,2013-11-23,47.3,34.3,1010.4,9.6,9.9,18.1,27,54,39,0.08,0,536
"2162",1,2019,11,10,2019-11-10,48.3,37.2,1019.5,10,8.8,17.1,22.23,54,32,0,0,457
"2163",2,2016,11,7,2016-11-07,47.4,36.7,1026.2,9.6,18.8,25.1,31.1,54,43,0.35,0,699
"2164",6,2013,11,22,2013-11-22,46.2,41.9,1024.5,9.4,5.6,18.1,25.1,54,30.9,0,0,702
"2165",5,2017,11,2,2017-11-02,58.9,56.1,1026.9,10,10.4,15.9,20.67,64,55,0,0,746
"2166",6,2018,11,2,2018-11-02,60,57.8,1010.6,5.2,13.9,20,27,64,55,0.01,0,746
"2167",7,2018,11,3,2018-11-03,59.7,55.6,1008.9,5.4,19.2,32.1,38.1,64,54,0.46,0,656
"2168",6,2013,11,8,2013-11-08,47.1,32,1012.2,10,13.7,20,27,64,41,1.56,0,682
"2169",5,2013,11,7,2013-11-07,57.8,55.7,1015.6,7.1,11.4,20,28,64,37,0.01,0,646
"2170",4,2015,11,4,2015-11-04,57,49.3,1026.2,9.7,7.4,11.1,14.43,64,43,0,0,672
"2171",4,2014,11,12,2014-11-12,56.5,53.5,1012.9,6,5.2,11.1,14.43,68,45,0,1,546
"2172",4,2014,11,19,2014-11-19,33.6,14.6,1018.3,10,14.4,19,25.1,39,30,0.02,0,633
"2173",7,2014,11,29,2014-11-29,30.9,16.8,1025.3,10,6.6,14,18.2,39,25,0,0,394
"2174",3,2016,11,22,2016-11-22,37.7,21.4,1009,10,15.1,24.1,33,43,34,0,0,765
"2175",2,2017,11,20,2017-11-20,40.5,24.6,1010.3,10,15.4,21,35.9,45,37.9,0.18,0,748
"2176",6,2019,11,29,2019-11-29,40.5,30.5,1015.6,10,20.1,28.9,44.1,55,37.9,0.09,0,425
"2177",5,2019,11,28,2019-11-28,47.2,41,1000.4,8.9,20.5,31.1,44.1,55,39,0.09,0,374
"2178",2,2013,11,4,2013-11-04,42,26,1032,10,13.9,20,25.1,55,39,0,0,658
"2179",1,2014,11,2,2014-11-02,43.5,38.4,1001.3,6.3,32.8,39,55,55,37,1.15,0,532
"2180",7,2014,11,8,2014-11-08,43.9,29.7,1012,10,13.9,20,32.1,55,37,0.03,0,543
"2181",7,2019,11,16,2019-11-16,39.7,24.5,1026.2,10,18.4,28,35,55,34,0.03,0,527
"2182",6,2017,11,10,2017-11-10,44.6,33.5,1016.1,10,12.3,21,28.9,55,32,0.05,0,724
"2183",6,2016,11,18,2016-11-18,50.9,44.1,1014.8,10,18,22.9,28.9,55,41,0,0,776
"2184",3,2013,11,12,2013-11-12,45.7,36.8,1015,8.5,16.5,22.9,28.9,55,32,0,0,647
"2185",6,2019,11,22,2019-11-22,48.1,43.4,1011.4,8.8,10.6,19,29.9,57,32,0.01,0,633
"2186",2,2015,11,23,2015-11-23,45.2,35.2,1010,8.5,17.4,25.1,34,57,39.9,1.68,0,704
"2187",5,2016,11,17,2016-11-17,48.6,43,1011.2,9.6,8.4,15,24.1,57,41,0,0,707
"2188",7,2019,11,23,2019-11-23,40.4,24.6,1012.4,10,13.9,21,32.1,57,36,0.22,0,528
"2189",5,2017,11,23,2017-11-23,38.7,30.1,1015,10,11.1,22.9,35.9,57,34,0.28,0,469
"2190",1,2016,11,13,2016-11-13,51.3,36.2,1017.2,10,14.2,21,28,57,37.9,0,0,518
"2191",5,2015,11,19,2015-11-19,50.4,43.6,1028.9,10,11.8,18.1,23.53,57,30.9,0,0,797
"2192",4,2017,11,8,2017-11-08,47,43.6,1020.7,9.7,16.7,22.9,29.9,57,44.1,0.37,0,662
"2193",5,2015,11,26,2015-11-26,50.1,41.2,1044.2,10,10.8,14,18.2,57,28.9,0,0,383
"2194",4,2013,11,6,2013-11-06,46.5,41.4,1030.4,10,3.7,8.9,11.57,57,36,0,0,635
"2195",3,2016,11,8,2016-11-08,47.2,38.2,1020.5,10,7.1,11.1,14.43,57,39,0,0,620
"2196",4,2013,11,27,2013-11-27,53.3,51.9,1009.8,5.2,20,32.1,42.9,59,46,0.15,0,742
"2197",6,2015,11,27,2015-11-27,52.6,48.4,1034.2,9.8,7.5,11.1,14.43,59,45,0,0,480
"2198",5,2015,11,12,2015-11-12,52.5,49,1011.3,7.3,11.5,24.1,29.9,59,51.1,0.17,0,637
"2199",1,2014,11,9,2014-11-09,53.2,42.7,1014,10,9.1,17.1,24.1,59,37,0,0,419
"2200",4,2014,11,26,2014-11-26,48,41.1,1018,6.7,11.9,32.1,46,59,44.1,0.01,0,742
"2201",4,2016,11,16,2016-11-16,54.4,49.5,1006.4,8,12.8,25.1,32.1,59,51.1,0.5,0,705
"2202",4,2017,11,29,2017-11-29,52.2,47.6,1019.8,9.8,14.6,20,26,59,46,0,0,701
"2203",5,2017,11,30,2017-11-30,43.2,34,1024.6,10,10.1,18.1,27,59,33.1,0,0,663
"2204",2,2019,11,11,2019-11-11,51.5,43.4,1019,10,7.7,14,18.2,59,37.9,0,0,481
"2205",6,2014,11,7,2014-11-07,52.5,46.7,999,7.9,11.7,21,29.9,59,46,0.85,0,641
"2206",3,2014,11,11,2014-11-11,51,47.2,1020.7,9.5,8.2,12,15.6,59,39,0,1,493
"2207",1,2017,11,19,2017-11-19,54.8,50.4,998.1,7.8,16.8,31.1,41,59,44.1,0,0,573
"2208",2,2014,11,10,2014-11-10,48.2,42.2,1019.2,9.6,4,7,9.1,59,39,0,0,560
"2209",5,2016,11,10,2016-11-10,49.4,40.5,1011.2,10,10.9,19,27,61,44.1,0,0,706
"2210",1,2017,11,5,2017-11-05,54.5,49.5,1026,10,10.8,19,22.9,61,46.9,0,0,519
"2211",2,2014,11,24,2014-11-24,54.8,52.5,1014.5,4.5,15.5,27,34,61,46.9,0,0,722
"2212",3,2018,11,6,2018-11-06,56.8,56.2,1014.3,2.1,12.1,17.1,25.1,61,39,0.38,1,679
"2213",2,2014,11,17,2014-11-17,52.1,48.9,1014.6,6.5,9.5,24.1,35,61,45,0.09,0,666
"2214",4,2017,11,1,2017-11-01,50.6,39.9,1026.5,10,6.7,14,18.2,61,37.9,0,0,607
"2215",4,2015,11,11,2015-11-11,56.1,53.7,1005.8,4,20.5,28.9,38.1,61,50,0.72,0,530
