"","day","mo","NUM_COLLISIONS"
"1",3,1,0.547719941357949
"2",2,1,-1.456018269624
"3",6,1,1.05613112921904
"4",4,1,-0.608666289855514
"5",7,1,-0.000566633786365205
"6",5,1,-0.259756651127314
"7",4,1,0.49787570725392
"8",5,1,0.577626481820366
"9",2,1,0.697252643670035
"10",3,1,1.77388810031705
"11",3,1,0.278561077196195
"12",7,1,-0.409289353439399
"13",7,1,-1.17689055864144
"14",7,1,-0.788105532630016
"15",2,1,-0.917700541300491
"16",6,1,0.77700341823648
"17",4,1,-1.99433599794751
"18",3,1,-0.548853208930679
"19",7,1,-0.728292451705182
"20",4,1,0.168903762167332
"21",6,1,-0.000566633786365205
"22",5,1,-0.798074379450822
"23",1,1,-1.08717093725419
"24",4,1,-1.00742016268774
"25",6,1,1.5146980829761
"26",5,1,0.816878805519703
"27",4,1,-1.11707747771661
"28",2,1,-0.678448217601154
"29",1,1,-1.86474098927703
"30",5,1,-0.778136685809211
"31",7,1,-0.887794000838074
"32",7,1,-1.23670363956627
"33",4,1,0.70722149049084
"34",6,1,0.0293399066760519
"35",3,1,-0.399320506618594
"36",5,1,-0.469102434364234
"37",3,1,-0.857887460375656
"38",5,1,-0.439195893901817
"39",1,1,-1.13701517135822
"40",6,1,1.04616228239823
"41",5,1,-0.359445119335371
"42",2,1,-1.02735785632935
"43",4,1,0.298498770837806
"44",7,1,-0.449164740722622
"45",3,1,0.378249545404252
"46",1,1,-0.668479370780348
"47",1,1,3.6081559153453
"48",2,1,-1.49589365690722
"49",7,1,-1.03732670315016
"50",1,1,-2.05414907887234
"51",6,1,0.0492776003176634
"52",1,1,-1.87470983609784
"53",3,1,-1.07720209043338
"54",3,1,0.138997221704915
"55",2,1,-0.189974723381674
"56",2,1,0.0193710598552462
"57",6,1,0.667346103207618
"58",1,1,-1.66536405286092
"59",5,1,-0.0703485615320052
"60",2,1,-0.808043226271628
"61",7,1,0.0393087534968576
"62",3,1,-1.68530174650253
"63",5,1,-0.0703485615320052
"64",1,1,-2.17377524072201
"65",4,1,0.238685689912972
"66",4,1,-0.0304731742487823
"67",6,1,0.448031473149892
"68",5,1,0.667346103207618
"69",1,1,-2.57252911355424
"70",4,1,-0.927669388121297
"71",6,1,-0.0105354806071709
"72",5,1,-0.907731694479685
"73",4,1,-1.03732670315016
"74",4,1,0.119059528063303
"75",1,1,-1.33639210777433
"76",7,1,-1.23670363956627
"77",6,1,-0.937638234942102
"78",5,1,0.348343004941835
"79",5,1,-1.07720209043338
"80",3,1,-2.17377524072201
"81",6,1,0.228716843092166
"82",6,1,0.00940221303444051
"83",1,1,-2.18374408754282
"84",2,1,-1.14698401817902
"85",5,1,-0.130161642456839
"86",4,1,0.0592464471384691
"87",3,1,0.408156085866669
"88",2,1,-0.538884362109874
"89",4,1,-0.199943570202479
"90",2,1,-1.21676594592466
"91",3,1,0.84678534598212
"92",1,1,-1.70523944014414
"93",6,1,-1.56567558465286
"94",4,1,-0.209912417023285
"95",5,1,0.109090681242498
"96",6,1,0.458000319970698
"97",7,1,-0.977513622225325
"98",1,1,-1.92455407020187
"99",7,1,-1.70523944014414
"100",2,1,-2.43296525806296
"101",3,1,-0.947607081762908
"102",6,1,1.22560152517274
"103",2,1,-0.877825154017268
"104",6,1,-0.160068182919257
"105",2,1,-0.150099336098451
"106",4,1,0.258623383554583
"107",6,1,0.0592464471384691
"108",5,1,0.966411507831789
"109",7,1,-0.0304731742487823
"110",7,1,-1.42611172916158
"111",4,1,-0.229850110664897
"112",2,1,-1.00742016268774
"113",4,1,-0.967544775404519
"114",3,1,-0.349476272514565
"115",7,1,-1.23670363956627
"116",6,1,-0.0105354806071709
"117",7,1,-1.43608057598239
"118",3,1,5.60192527950645
"119",1,1,-2.25352601528846
"120",5,1,-0.568790902572291
"121",3,1,-0.279694344768925
"122",5,1,-0.947607081762908
"123",2,1,-0.309600885231342
"124",7,1,-1.14698401817902
"125",4,1,-0.847918613554851
"126",2,1,-2.38312102395893
"127",7,1,-0.688417064421959
"128",1,1,-2.22361947482604
"129",5,1,-0.189974723381674
"130",3,1,-0.827980919913239
"131",4,1,-0.160068182919257
"132",3,1,0.597564175461978
"133",1,1,-1.8049279083522
"134",2,1,-0.399320506618594
"135",6,1,-0.389351659797788
"136",3,1,-0.568790902572291
"137",3,1,0.627470715924395
"138",2,1,-0.758198992167599
"139",5,1,-0.0205043274279766
"140",7,1,-1.96442945748509
"141",2,1,0.587595328641172
"142",1,1,-0.818012073092434
"143",7,1,-0.658510523959542
"144",3,1,0.178872608988138
"145",5,1,-0.508977821647457
"146",6,1,-0.359445119335371
"147",5,1,-2.03421138523073
"148",7,1,-1.03732670315016
"149",6,1,-0.0304731742487823
"150",7,1,-1.19682825228305
"151",3,1,-0.279694344768925
"152",6,1,-0.379382812976982
"153",1,1,-1.36629864823675
"154",2,1,0.806909958698897
"155",5,1,-1.34636095459514
"156",1,1,-1.23670363956627
"157",5,1,-0.449164740722622
"158",4,1,-0.538884362109874
"159",5,1,-0.499008974826651
"160",5,1,0.129028374884109
"161",2,1,-1.86474098927703
"162",5,1,-0.379382812976982
"163",1,1,-1.69527059332334
"164",6,1,-1.75508367424817
"165",1,1,-2.24355716846765
"166",1,1,-1.04729554997097
"167",3,1,-4.09776267713751
"168",7,1,-1.33639210777433
"169",2,1,-0.568790902572291
"170",4,1,-1.40617403551997
"171",6,1,0.747096877774063
"172",4,1,-1.01738900950855
"173",3,1,1.34522768702241
"174",6,1,0.677314950028423
"175",1,1,-2.78187489679116
"176",4,1,0.308467617658612
"177",4,1,0.876691886444537
"178",3,1,0.816878805519703
"179",3,1,-0.0205043274279766
"180",7,1,-2.09402446615556
"181",2,1,1.20566383153113
"182",2,1,-0.778136685809211
"183",4,1,-0.459133587543428
"184",5,1,0.0193710598552462
"185",3,1,-0.199943570202479
"186",6,1,1.00628689511501
"187",7,1,-1.50586250372803
"188",2,1,-0.339507425693759
"189",1,1,-1.53576904419045
"190",1,1,-2.05414907887234
"191",6,1,-0.100255101994422
"192",3,1,0.577626481820366
"193",2,1,0.677314950028423
"194",3,1,-0.987482469046131
"195",2,1,-1.17689055864144
"196",4,1,-0.499008974826651
"197",6,1,0.607533022282783
"198",7,1,-1.76505252106898
"199",6,1,-2.05414907887234
"200",5,1,0.0293399066760519
"201",1,1,-1.92455407020187
"202",4,1,-1.18685940546224
"203",4,1,0.458000319970698
"204",3,1,0.188841455808943
"205",7,1,-1.8049279083522
"206",2,1,1.03619343557743
"207",6,1,1.02622458875662
"208",7,1,2.96018087199293
"209",1,1,-1.47595596326561
"210",4,1,0.158934915346526
"211",7,1,-0.359445119335371
"212",3,1,-0.678448217601154
"213",1,1,-2.10399331297637
"214",1,1,-1.87470983609784
"215",4,1,-0.0902862551736166
"216",5,1,0.467969166791503
"217",5,1,0.0393087534968576
"218",6,2,0.21874799627136
"219",1,2,-2.89153221182002
"220",6,2,1.08603766968146
"221",7,2,-1.18685940546224
"222",7,2,-0.608666289855514
"223",6,2,0.557688788178755
"224",4,2,0.418124932687475
"225",4,2,0.158934915346526
"226",3,2,-0.329538578872954
"227",3,2,0.368280698583446
"228",1,2,-2.37315217713812
"229",7,2,-1.74511482742736
"230",2,2,-2.00430484476831
"231",6,2,0.757065724594869
"232",5,2,-0.279694344768925
"233",2,2,-1.96442945748509
"234",2,2,-1.07720209043338
"235",2,2,-0.309600885231342
"236",1,2,-1.44604942280319
"237",1,2,-1.53576904419045
"238",1,2,-1.9843671511267
"239",3,2,0.138997221704915
"240",4,2,0.268592230375389
"241",5,2,-1.00742016268774
"242",1,2,-1.53576904419045
"243",7,2,-0.219881263844091
"244",5,2,-0.837949766734045
"245",6,2,0.288529924017
"246",3,2,-1.21676594592466
"247",2,2,0.806909958698897
"248",5,2,-0.0205043274279766
"249",3,2,-1.15695286499983
"250",1,2,-1.59558212511528
"251",3,2,1.40504076794724
"252",1,2,-0.578759749393096
"253",6,2,-0.528915515289068
"254",4,2,0.547719941357949
"255",7,2,-0.499008974826651
"256",3,2,-0.638572830317931
"257",2,2,-1.23670363956627
"258",2,2,-0.588728596213902
"259",4,2,0.737128030953258
"260",3,2,-0.289663191589731
"261",6,2,-0.538884362109874
"262",4,2,0.158934915346526
"263",3,2,0.158934915346526
"264",5,2,-0.429227047081011
"265",6,2,1.92342080262914
"266",4,2,-0.738261298525988
"267",1,2,-1.19682825228305
"268",2,2,-0.558822055751485
"269",7,2,0.0492776003176634
"270",6,2,-0.170037029740062
"271",2,2,1.1657884442479
"272",3,2,1.11594421014387
"273",1,2,-1.17689055864144
"274",5,2,0.0991218344216919
"275",6,2,0.577626481820366
"276",2,2,0.168903762167332
"277",2,2,0.158934915346526
"278",6,2,0.0791841407800805
"279",2,2,0.786972265057286
"280",1,2,-1.08717093725419
"281",7,2,-0.818012073092434
"282",3,2,-0.718323604884377
"283",4,2,0.109090681242498
"284",1,2,-1.48592481008642
"285",5,2,-0.299632038410537
"286",1,2,-1.51583135054883
"287",7,2,-0.827980919913239
"288",6,2,0.806909958698897
"289",1,2,-1.34636095459514
"290",7,2,-0.917700541300491
"291",1,2,-0.798074379450822
"292",7,2,-0.778136685809211
"293",7,2,-0.877825154017268
"294",3,2,0.138997221704915
"295",2,2,-0.249787804306508
"296",1,2,-1.59558212511528
"297",4,2,-0.289663191589731
"298",7,2,-1.59558212511528
"299",2,2,-1.08717093725419
"300",5,2,-0.110223948815228
"301",5,2,0.318436464479418
"302",7,2,-1.20679709910386
"303",3,2,0.238685689912972
"304",6,2,0.617501869103589
"305",4,2,-0.249787804306508
"306",1,2,-1.814896755173
"307",3,2,-0.618635136676319
"308",3,2,-1.00742016268774
"309",1,2,-1.26661018002869
"310",2,2,3.5981870685245
"311",7,2,-0.459133587543428
"312",7,2,-0.588728596213902
"313",5,2,-0.130161642456839
"314",6,2,-1.22673479274547
"315",1,2,-1.60555097193608
"316",2,2,-1.70523944014414
"317",6,2,0.0492776003176634
"318",4,2,-0.887794000838074
"319",4,2,-1.21676594592466
"320",2,2,1.00628689511501
"321",1,2,-1.72517713378575
"322",2,2,-0.419258200260205
"323",1,2,-1.9743983043059
"324",2,2,-0.299632038410537
"325",5,2,0.647408409566006
"326",2,2,1.06609997603985
"327",3,2,0.268592230375389
"328",2,2,-1.6354575123985
"329",7,2,-0.289663191589731
"330",5,2,-0.818012073092434
"331",4,2,0.398187239045863
"332",4,2,-0.489040128005845
"333",1,2,-1.84480329563542
"334",3,2,0.318436464479418
"335",3,2,-0.538884362109874
"336",3,2,-0.0803174083528109
"337",7,2,-0.588728596213902
"338",2,2,0.517813400895532
"339",6,2,-0.508977821647457
"340",1,2,-0.897762847658879
"341",4,2,0.0193710598552462
"342",5,2,-1.51583135054883
"343",5,2,-0.489040128005845
"344",7,2,-0.439195893901817
"345",5,2,-0.180005876560868
"346",6,2,0.168903762167332
"347",1,2,-1.50586250372803
"348",5,2,0.168903762167332
"349",7,2,-0.638572830317931
"350",4,2,0.537751094537143
"351",4,2,-1.30648556731191
"352",2,2,-1.92455407020187
"353",7,2,-1.95446061066428
"354",1,2,-2.04418023205154
"355",3,2,-0.279694344768925
"356",2,2,-0.518946668468262
"357",4,2,-0.618635136676319
"358",6,2,1.03619343557743
"359",5,2,0.228716843092166
"360",6,2,0.527782247716338
"361",6,2,-0.668479370780348
"362",5,2,-0.299632038410537
"363",6,2,-0.249787804306508
"364",4,2,-0.140130489277645
"365",6,2,-0.678448217601154
"366",7,2,-0.259756651127314
"367",1,2,-1.36629864823675
"368",6,2,0.517813400895532
"369",3,2,0.208779149450555
"370",5,2,0.996318048294206
"371",4,2,-0.877825154017268
"372",6,2,1.03619343557743
"373",2,2,-0.459133587543428
"374",4,2,0.288529924017
"375",7,2,-0.120192795636034
"376",4,2,-0.329538578872954
"377",5,2,0.6374395627452
"378",3,2,0.70722149049084
"379",3,2,-0.279694344768925
"380",6,2,-0.160068182919257
"381",3,2,-0.808043226271628
"382",3,2,-0.857887460375656
"383",7,2,-2.10399331297637
"384",5,2,0.527782247716338
"385",6,2,0.178872608988138
"386",4,2,0.0393087534968576
"387",5,2,-0.0703485615320052
"388",7,2,-1.49589365690722
"389",2,2,-0.977513622225325
"390",1,2,-1.75508367424817
"391",5,2,0.458000319970698
"392",1,2,-1.69527059332334
"393",5,2,-0.0504108678903938
"394",2,2,-0.309600885231342
"395",6,2,0.0991218344216919
"396",4,2,0.717190337311646
"397",4,2,-0.469102434364234
"398",2,2,0.42809377950828
"399",7,2,-1.6254886655777
"400",7,2,-0.578759749393096
"401",3,2,0.886660733265343
"402",7,2,-1.49589365690722
"403",5,2,-0.598697443034708
"404",4,2,-0.698385911242765
"405",3,2,-0.189974723381674
"406",5,2,-0.728292451705182
"407",5,2,-0.728292451705182
"408",7,2,-0.648541677138737
"409",6,2,1.57451116390094
"410",3,2,0.876691886444537
"411",5,2,-0.917700541300491
"412",4,2,-0.199943570202479
"413",2,2,-3.07097145459452
"414",4,2,0.607533022282783
"415",2,3,1.92342080262914
"416",5,3,-0.429227047081011
"417",3,3,-0.668479370780348
"418",4,3,-0.100255101994422
"419",4,3,-0.359445119335371
"420",5,3,-0.608666289855514
"421",4,3,-1.07720209043338
"422",3,3,0.318436464479418
"423",5,3,2.39195660320701
"424",2,3,0.507844554074726
"425",5,3,0.258623383554583
"426",2,3,-0.518946668468262
"427",2,3,0.188841455808943
"428",2,3,0.408156085866669
"429",5,3,0.398187239045863
"430",5,3,0.119059528063303
"431",2,3,0.796941111878092
"432",3,3,-0.209912417023285
"433",5,3,1.03619343557743
"434",1,3,-1.07720209043338
"435",5,3,0.338374158121029
"436",2,3,-0.279694344768925
"437",7,3,-0.688417064421959
"438",7,3,-0.917700541300491
"439",3,3,0.288529924017
"440",1,3,-1.39620518869916
"441",1,3,-1.32642326095352
"442",5,3,0.278561077196195
"443",7,3,-0.489040128005845
"444",6,3,1.18572613788951
"445",7,3,-0.837949766734045
"446",7,3,-0.279694344768925
"447",4,3,0.727159184132452
"448",4,3,0.298498770837806
"449",4,3,-0.339507425693759
"450",2,3,-0.728292451705182
"451",5,3,-0.130161642456839
"452",3,3,0.109090681242498
"453",6,3,-0.688417064421959
"454",5,3,0.248654536733778
"455",3,3,-0.0703485615320052
"456",4,3,-1.57564443147367
"457",4,3,0.368280698583446
"458",3,3,0.368280698583446
"459",3,3,-0.518946668468262
"460",4,3,0.178872608988138
"461",1,3,-1.42611172916158
"462",5,3,-0.499008974826651
"463",7,3,-1.05726439679177
"464",1,3,-1.79495906153139
"465",5,3,0.657377256386812
"466",4,3,0.537751094537143
"467",4,3,-0.279694344768925
"468",5,3,0.537751094537143
"469",6,3,0.129028374884109
"470",7,3,-0.857887460375656
"471",6,3,-0.788105532630016
"472",7,3,-0.827980919913239
"473",6,3,0.448031473149892
"474",7,3,-0.588728596213902
"475",3,3,0.627470715924395
"476",3,3,0.0891529876008862
"477",5,3,0.35831185176264
"478",6,3,3.38884128528758
"479",2,3,0.866723039623732
"480",7,3,-0.628603983497125
"481",7,3,0.42809377950828
"482",3,3,-0.479071281185039
"483",2,3,0.238685689912972
"484",3,3,-0.0205043274279766
"485",7,3,0.0193710598552462
"486",1,3,-1.34636095459514
"487",4,3,-1.21676594592466
"488",2,3,-0.798074379450822
"489",4,3,0.527782247716338
"490",6,3,0.0492776003176634
"491",6,3,1.56454231708013
"492",6,3,0.0791841407800805
"493",7,3,-1.39620518869916
"494",6,3,0.856754192802926
"495",1,3,-0.987482469046131
"496",3,3,0.398187239045863
"497",2,3,-0.239818957485702
"498",1,3,-1.86474098927703
"499",1,3,-1.66536405286092
"500",7,3,-0.778136685809211
"501",6,3,2.51158276505667
"502",5,3,-0.638572830317931
"503",5,3,2.30223698181975
"504",7,3,-0.917700541300491
"505",6,3,0.0991218344216919
"506",3,3,0.767034571415675
"507",4,3,-0.249787804306508
"508",1,3,-0.489040128005845
"509",2,3,-0.698385911242765
"510",2,3,0.178872608988138
"511",1,3,-1.19682825228305
"512",6,3,0.547719941357949
"513",3,3,-0.339507425693759
"514",1,3,-1.33639210777433
"515",7,3,-0.947607081762908
"516",6,3,0.0393087534968576
"517",1,3,-1.71520828696495
"518",1,3,-1.83483444881462
"519",2,3,-0.0205043274279766
"520",3,3,-0.718323604884377
"521",4,3,-1.23670363956627
"522",4,3,-0.369413966156177
"523",1,3,-1.41614288234078
"524",4,3,-0.818012073092434
"525",2,3,0.168903762167332
"526",7,3,-0.319569732052148
"527",3,3,0.378249545404252
"528",6,3,1.53463577661771
"529",7,3,-0.798074379450822
"530",5,3,0.448031473149892
"531",2,3,1.10597536332307
"532",1,3,-1.47595596326561
"533",3,3,0.288529924017
"534",3,3,0.278561077196195
"535",7,3,-1.1071086308958
"536",6,3,1.32528999338079
"537",2,3,-0.768167838988405
"538",2,3,1.5047292361553
"539",5,3,-0.907731694479685
"540",4,3,0.507844554074726
"541",7,3,0.258623383554583
"542",4,3,0.607533022282783
"543",2,3,0.587595328641172
"544",3,3,0.836816499161315
"545",5,3,0.527782247716338
"546",5,3,-0.409289353439399
"547",4,3,-0.518946668468262
"548",3,3,-2.24355716846765
"549",3,3,-0.130161642456839
"550",5,3,-0.738261298525988
"551",1,3,-1.39620518869916
"552",3,3,-1.73514598060656
"553",2,3,-1.00742016268774
"554",4,3,0.507844554074726
"555",2,3,0.458000319970698
"556",2,3,0.298498770837806
"557",1,3,-1.36629864823675
"558",3,3,-0.708354758063571
"559",3,3,-0.399320506618594
"560",6,3,-0.189974723381674
"561",1,3,-1.72517713378575
"562",6,3,2.84055471014326
"563",4,3,0.0991218344216919
"564",5,3,0.138997221704915
"565",7,3,0.0991218344216919
"566",6,3,-0.668479370780348
"567",3,3,-0.887794000838074
"568",7,3,-0.100255101994422
"569",5,3,0.129028374884109
"570",1,3,-1.61551981875689
"571",2,3,-0.130161642456839
"572",6,3,-0.658510523959542
"573",5,3,1.60441770436335
"574",3,3,0.0193710598552462
"575",1,3,-1.94449176384348
"576",5,3,0.896629580086149
"577",1,3,-1.72517713378575
"578",6,3,1.53463577661771
"579",1,3,-0.937638234942102
"580",1,3,-0.967544775404519
"581",1,3,-2.54262257309182
"582",1,3,-0.728292451705182
"583",2,3,-0.399320506618594
"584",7,3,-0.369413966156177
"585",6,3,-0.528915515289068
"586",7,3,-0.688417064421959
"587",1,3,-1.48592481008642
"588",1,3,-1.6354575123985
"589",1,3,0.936504967369372
"590",2,3,-1.58561327829447
"591",4,3,-0.837949766734045
"592",1,3,-0.827980919913239
"593",5,3,-0.538884362109874
"594",2,3,-0.857887460375656
"595",7,3,-0.299632038410537
"596",7,3,-1.24667248638708
"597",2,3,-0.957575928583714
"598",4,3,-0.738261298525988
"599",4,3,-0.588728596213902
"600",1,3,-0.957575928583714
"601",4,3,-0.369413966156177
"602",6,3,-0.100255101994422
"603",2,3,0.617501869103589
"604",3,3,-0.150099336098451
"605",7,3,-0.758198992167599
"606",4,3,-0.150099336098451
"607",4,3,-0.608666289855514
"608",2,3,-0.429227047081011
"609",5,3,-0.419258200260205
"610",7,3,-0.508977821647457
